adduct,n_mer,charge,mass_shift
[M+H-C3H10NO4P]+,1,1,-154.0274679779
[M+H+2i-C8H5NO2]+,1,1,-144.0180419479
[M+H-C11H14O9]+,1,1,-289.05650557589996
[M-H-C5H11NO3S]-,1,-1,-166.05324035409998
[M+H-C11H25N]+,1,1,-170.19142334789998
[M+Li-C24H44O]+,1,1,-341.32376060789994
[M+H-C2H2IO]+,1,1,-167.9077612319
[M+H-C11H11NO]+,1,1,-172.0767875199
[M+H-C5H5NO2]+,1,1,-110.0247519479
[M+H-C12H13NO2]+,1,1,-202.0873522039
[M+H-C2H4Cl]+,1,1,-61.992876355899995
[M+H-C13H15NO3]+,1,1,-232.09791688789997
[M-H-C7H8N4O2]-,1,-1,-181.0720019481
[M+H-C9H20N2O3S]+,1,1,-235.11218673789998
[M+H-C17H28O15]+,1,1,-471.1355437439
[M+H-C7H7ClO]+,1,1,-141.0112660719
[M+H-CH2S]+,1,1,-44.98044430189999
[M+H-C5H5NOS]+,1,1,-126.00190801789999
[M+H-C10H28O]+,1,1,-163.2067390639
[M+H-C23H42O21]+,1,1,-653.2145819118999
[M-H-C11H14O7]-,1,-1,-259.0812292401
[M+H-C12H11ClN2S]+,1,1,-249.0258702699
[M+H-C2H3FO3]+,1,1,-92.99934572389999
[M+H-C12H9N]+,1,1,-166.0662228359
[M+H+2i-C7H6N2]+,1,1,-115.0391117399
[M+H-C6H9NO5]+,1,1,-174.04079593589998
[M+H-C2H7FO]+,1,1,-65.0408166119
[M+H-C13H26N2O3]+,1,1,-257.18706623989993
[M+H-C13H16O7]+,1,1,-283.08232639989996
[M-H-C12H15N3O2]-,1,-1,-234.1237031721
[M-H-C7H8N2O]-,1,-1,-137.0709393281
[M+H-C16H30O2]+,1,1,-253.2173037479
[M-H-C9H10O4]-,1,-1,-183.0651852521
[M-H-C7H7N]-,1,-1,-106.0651256761
[M-H-C3H4O3]-,1,-1,-89.0233204401
[M+H-C17H21NO]+,1,1,-254.1550378399
[M-H-C8H7FO2]-,1,-1,-155.0502841361
[M-H-C9H16O3]-,1,-1,-173.11722082409997
[M+H-H4FN]+,1,1,-36.025500895899995
[M+C2F3O2]-,1,-1,112.9855874799
[M+H-C12H12N2O4]+,1,1,-247.0724304119
[M+H-C9H8N2S]+,1,1,-175.0335424939
[M+H-C2H4N2OS]+,1,1,-102.99715698589999
[M+H-C8H10ClNO2]+,1,1,-186.0327297879
[M+H-C7H5F2NO2]+,1,1,-172.0215583879
[M-H-C18H35O8P]-,1,-1,-411.2142311621
[M-H-CHClO2]-,1,-1,-80.9737834041
[M-H-C4H7NO]-,1,-1,-86.0600402961
[M+H-C10H18O]+,1,1,-153.1284887439
[M+2i-H-C5H7O5PS]-,1,-1,-208.97574709610004
[M-H-CSO5]-,1,-1,-124.9539202421
[M-H-C11H16O]-,1,-1,-165.1273915841
[M-H-C6H6N]-,1,-1,-93.0573006441
[M+H-C11H20N2O5]+,1,1,-259.12994528789994
[M+H-C9H6O2]+,1,1,-145.0295029799
[M-H-C4H6O3]-,1,-1,-103.03897050409999
[M-H-CF3]-,1,-1,-70.0024861121
[M-H-C7H5NS]-,1,-1,-136.0215463021
[M+H-C8H16O4]+,1,1,-175.0975825399
[M+H+2i-C3H6O2]+,1,1,-71.0227929799
[M-H-C16H20O11]-,1,-1,-389.1078379121
[M+H-C4H7NO2S]+,1,1,-132.0124727019
[M+H-C16H27NO]+,1,1,-248.2019880319
[M+H+2i-C4H4O3]+,1,1,-97.0020575359
[M+H-C16H26O12]+,1,1,-409.13514981989994
[M-C4H9]+,1,1,-57.070973867899994
[M+H-H4]+,1,1,-3.0240236758999997
[M+H+NH3+4i]+,1,1,22.0472454521
[M+H-C12H14O7]+,1,1,-269.06667633589996
[M+H-HSO3]+,1,1,-79.95736312989999
[M+H-C12H16O5]+,1,1,-239.09249715989998
[M+H-C21H34O10]+,1,1,-445.2079208359
[M+H-C21H14O5]+,1,1,-345.07684709589995
[M+H-C14H15NO3S]+,1,1,-276.06998757789995
[M+H-C5H2S2O4]+,1,1,-188.93217347189997
[M-H-H2N2O2]-,1,-1,-63.0189037561
[M+H-C8H18O]+,1,1,-129.1284887439
[M+H-C7H11N5]+,1,1,-164.09416889989998
[M-H-C2H6]-,1,-1,-31.0542266441
[M+H-C6H8N2O]+,1,1,-123.0563864239
[M+H-CHClO2]+,1,1,-78.9592304999
[M+H-C10H17F3O4]+,1,1,-257.10061723189995
[M+H-C15H26]+,1,1,-205.1961743799
[M+Na+2i]+,1,1,24.995930700100004
[M-H-C5H10O2]-,1,-1,-103.0753560121
[M+H+2i-C4H6O3]+,1,1,-99.01770759989999
[M+H+2i-C5H7O6P]+,1,1,-190.9840381219
[M+H-C16H26O13]+,1,1,-425.13006443989997
[M+H-C11H18NO6P]+,1,1,-290.07989747389996
[M+H-C9H9NO2]+,1,1,-162.0560520759
[M+H-C7H8N2O5]+,1,1,-199.03604490389998
[M+H-C9H16O2]+,1,1,-155.1077532999
[M-H-CH2O-CH2NH]-,1,-1,-60.0443902321
[M+H-C7H9N]+,1,1,-106.06622283589999
[M+H-C3H4N4S]+,1,1,-127.0083903659
[M+H-C2H3O2]+,1,1,-58.006027883899996
[M+H-C12H26N4O6]+,1,1,-321.17795809989997
[M+H-C6H12N2O2S]+,1,1,-175.0546718619
[M-H-C10H15N3O6S]-,1,-1,-306.0754323421
[M-H-C13H19N5O3]-,1,-1,-294.1560659201
[M+H-C8H8N4O2]+,1,1,-191.0574490439
[2M+2Na-H]+,2,1,44.971164948100004
[M+H-C6H5FO]+,1,1,-111.0251665479
[M+H-C15H23NO]+,1,1,-232.1706879039
[M-H-C2H4SO2]-,1,-1,-93.00047651009999
[M+H-C26H29NO4]+,1,1,-418.2023819559
[M+H-HCO2H]+,1,1,-44.9982028519
[M+H-C2H6N4O2]+,1,1,-117.0417989799
[M+H-C12H12F2N2O3]+,1,1,-269.07432223189994
[M+H-C2H5ClO2]+,1,1,-94.9905306279
[M+H-C16H32]+,1,1,-223.24312457189998
[M+H-N2]+,1,1,-26.9988715479
[M+H-N3H3]+,1,1,-44.0254206439
[M+H-C8H12S2O]+,1,1,-187.0256799319
[M+H-C7H8N2O3]+,1,1,-167.04621566389997
[M+H-C10H7NO3]+,1,1,-188.03531663189997
[M-H-C16H25NO3]-,1,-1,-280.1907201121
[M+H+2i-H2NO2S]+,1,1,-76.9666375419
[M+H-C30H48O3]+,1,1,-455.3530689438999
[M+MeOH-H]-,1,-1,31.0189385479
[M+H-C8H8FNO]+,1,1,-152.0517156439
[M+H-C6H8O3]+,1,1,-127.04006766389998
[M+H-C9H7F3]+,1,1,-171.0427084319
[M+H-CF3O2S]+,1,1,-131.94983313790001
[M+H-CH4ClNO]+,1,1,-79.9908649759
[M-H-C3H2O2]-,1,-1,-71.0127557561
[M+H+2i-C5H8O2]+,1,1,-97.0384430439
[M+H+8i]+,1,1,9.0341164521
[M+H-C8H4O3]+,1,1,-147.00876753589998
[M+H-C11H6O2]+,1,1,-169.0295029799
[M+H-C14H24O2]+,1,1,-223.1703535559
[M+H-C6H5ClFNOS]+,1,1,-191.9691639179
[M-H-C5H6F3NO3S2]-,1,-1,-249.9813955441
[M+H+4i-C6H7N]+,1,1,-88.0371527719
[M+H-C4H9INO]+,1,1,-212.9656104559
[M+H-C10H8N2]+,1,1,-155.0614718039
[M+H-CH2ClNO]+,1,1,-77.9752149119
[M+Li-H2O]+,1,1,-10.995109579900001
[M-H-C8H6N2O]-,1,-1,-147.0552892641
[M+H-C9H9Cl2N]+,1,1,-200.0039281959
[M-H-CH4Cl]-,1,-1,-52.0074292601
[M+H+2i-C3H4O]+,1,1,-53.0122282959
[M+H+O]+,1,1,17.0021910721
[M+2i-H-CH2SO2]-,1,-1,-76.97811644609999
[M+H-C17H26O15]+,1,1,-469.1198936798999
[M+H-C6H5F2NOS]+,1,1,-175.9987144579
[M+H-C20H40O14]+,1,1,-503.23452950789994
[M-H-C2H2N2O2S]-,1,-1,-118.9909744461
[M+H+2i-C3H4Cl2]+,1,1,-106.9550190359
[M+H-C12H18O7]+,1,1,-273.09797646389995
[M+H-C9H7F3N2O2]+,1,1,-231.0386856719
[M+H-C4H9N2O2S]+,1,1,-148.0311967659
[M-H-C13H22SO12]-,1,-1,-403.0904732861
[M+Li-C5H14NO4P]+,1,1,-176.05058913789998
[M+H-C7H5N]+,1,1,-102.0349227079
[M+H-C4H10O]+,1,1,-73.0658884879
[M+H-C6H14O5]+,1,1,-165.07684709589998
[M-H-C3H4N2]-,1,-1,-69.0447245801
[M+H-C18H32O13]+,1,1,-455.1770146318999
[M-H-CH4N2O3]-,1,-1,-93.02946844009999
[M+H-C13H16FN3O]+,1,1,-248.1204638999
[M+H-C5H12O]+,1,1,-87.0815385519
[3M+K]+,3,1,38.9631581001
[M-H-C8H7NS]-,1,-1,-150.0371963661
[M+H-C4H5N3O4]+,1,1,-158.0207291879
[M+H-C15H24O2]+,1,1,-235.1703535559
[M-H-C7H7N3O]-,1,-1,-150.0661882961
[M+H-C13H17N3O]+,1,1,-230.1298857119
[M+H-C9H8Cl2]+,1,1,-184.9930291639
[M+H-C9H20N2]+,1,1,-155.15537218789999
[M-H-CHF3]-,1,-1,-71.0103111441
[M-H-C12H10O]-,1,-1,-171.0804413921
[M+H-CH3SO2]+,1,1,-77.9780985739
[M-H-CH2N2O]-,1,-1,-59.0239891361
[M-H-C10H13NO4S3]-,1,-1,-308.00794641810006
[M+2Na-5H]3-,1,-3,40.94205913970001
[M-H-C8H5NO3]-,1,-1,-164.03421947209998
[M-H-C8H13NO3]-,1,-1,-172.09681972809997
[M+H-C19H36O3]+,1,1,-311.25916855989993
[M+H-C4H5N3O]+,1,1,-110.0359853279
[M+2i-H-C2H5]-,1,-1,-28.0396916121
[M+H-C6H5]+,1,1,-76.0318487079
[M+H-C2H4O5]+,1,1,-106.9985967759
[M-H-CH2S]-,1,-1,-46.994997206099995
[M+H-C9H7FO2]+,1,1,-165.0357312319
[M+H-C9H10O5]+,1,1,-197.04554696789998
[M+H-C12H21NOS]+,1,1,-226.1271085299
[M+H2O+6i-H]-,1,-1,23.0234185479
[M+H-C5H13N3O]+,1,1,-130.0985855839
[M+H-C6H11N3]+,1,1,-124.08802089989999
[M-H-C5H8O3]-,1,-1,-117.05462056809999
[M+H-C14H22O]+,1,1,-205.1597888719
[M+H-H6]+,1,1,-5.0396737399
[M-H-NO4S]-,1,-1,-110.96207962209999
[M-H-C14H24O]-,1,-1,-209.1899918401
[M+H-C7H14O]+,1,1,-113.0971886159
[M+H-C11H15NO3]+,1,1,-208.09791688789997
[M-H-C11H20O4]-,1,-1,-217.1434355721
[M-H-C4H9NO]-,1,-1,-88.0756903601
[M+H-C7H5F2NO]+,1,1,-156.0266437679
[M+H-C7H10O]+,1,1,-109.0658884879
[M+H-C13H14O3]+,1,1,-217.08701785589997
[2M-2H+K]-,2,-1,36.9486051959
[M+H-C6H9N3S]+,1,1,-154.0444415259
[M+H+6i-C2H6O]+,1,1,-39.0144583599
[M+H-C10H12O6]+,1,1,-227.05611165189998
[M+H-CH8O3]+,1,1,-67.04006766389999
[M+2Na-4H]2-,1,-2,41.9493355918
[M-H-C5H7NO2]-,1,-1,-114.0549549161
[M+H-C11H24O12]+,1,1,-347.11949975589994
[M+H+NH3]+,1,1,18.0338254521
[M+H+2i-C7H4Cl2O2]+,1,1,-186.9448482759
[M+H-C25H28O5]+,1,1,-407.18639754389994
[M-H-C7H5NO3]-,1,-1,-152.03421947209998
[M+H-CH3BrN]+,1,1,-106.9376097439
[M+H-C3H3]+,1,1,-38.0161986439
[M+H-CHBrO]+,1,1,-106.9138002999
[M+Li-C24H44O-H2O]+,1,1,-359.3343256078999
[M+H-C15H18FN]+,1,1,-230.1350513439
[M+H-C3H7NO3S]+,1,1,-136.00738732189998
[M+H-C7H12O]+,1,1,-111.0815385519
[M+H-C7H6FNO]+,1,1,-138.0360655799
[M-H-C10H6N2O]-,1,-1,-171.0552892641
[M-H-C16H11F3N2O2]-,1,-1,-321.0845387041
[M+H-C6H10N2O4]+,1,1,-173.0567803479
[M+H-C20H30O5]+,1,1,-349.20204760789994
[M+H+2i-C6H8O6]+,1,1,-173.0181015239
[M+H-C14H13N]+,1,1,-194.0975229639
[M+H-C13H18O4]+,1,1,-237.1132326039
[M-H-C11H17NO3]-,1,-1,-212.12811985609997
[M+H-C2HN2S2]+,1,1,-115.95083795989999
[M+H-C5H4Cl2N2]+,1,1,-160.9678770359
[M+H-C5H12N2S]+,1,1,-131.0648426219
[M+H-C13H16O6]+,1,1,-267.0874117798999
[M+2i-H-C4H5NS]-,1,-1,-98.0148363021
[M-H-C10H20O10]-,1,-1,-301.1129232921
[M+2i-H-C4H5N3S]-,1,-1,-126.02098430209999
[M+H+N2-C6H16N2O2S]+,1,1,-151.0798239899
[M+H+2i-CH2SO]+,1,1,-58.9686489219
[M+H-C9H15N]+,1,1,-136.1131730279
[M+H-C15H10O7]+,1,1,-301.03537620789996
[M+H-C7H6O5]+,1,1,-169.01424683989998
[M+H-H2N2S]+,1,1,-60.9865923019
[M+H-C16H28O2]+,1,1,-251.2016536839
[M-H-C9H16O2]-,1,-1,-157.1223062041
[M+H-C8H11N]+,1,1,-120.08187289989999
[M+H-C5H6N4O2]+,1,1,-153.0417989799
[M+H-C10H19NO2]+,1,1,-184.1343023959
[M+H-C6H14O2]+,1,1,-117.0921032359
[M+H-C15H12S4O6]+,1,1,-414.94439441189996
[M+H-C4H10O6]+,1,1,-153.04046158789998
[M+2Na-H]2+,1,2,44.970616368200005
[M-H-C15H29O6P]-,1,-1,-337.1774517301
[M+H-C2H7PO3S]+,1,1,-140.9780749519
[M-H-CH6F2O4]-,1,-1,-121.0306915641
[M+H-C11H16O6]+,1,1,-243.08741177989998
[M+H-H3NO2S]+,1,1,-79.9811725739
[M+H-C2H9NO2]+,1,1,-78.0560520759
[M+H-C4H11NO2]+,1,1,-104.0717021399
[M-H-C15H24O]-,1,-1,-221.1899918401
[M+H+C2H3N]+,1,1,42.0338255481
[M+H-C13H14FN3O]+,1,1,-246.1048138359
[M+H-C2H2SO2]+,1,1,-88.97027354189999
[M+H-C8H7O5P]+,1,1,-212.99583350190002
[M+H-C17H28O14]+,1,1,-455.14062912389994
[M+H-C5H5NO2S2]+,1,1,-173.9688933279
[M-H-H4SO]-,1,-1,-53.0055618901
[M-H-C6H6O6]-,1,-1,-175.0237143641
[M+H-C8H18SO]+,1,1,-161.1005594339
[M-H-C2HF3O2]-,1,-1,-115.0001403841
[M+H-C7H8ClNO]+,1,1,-156.0221651039
[M+H-C6H7NOS]+,1,1,-140.0175580819
[M-H-C2H4N2]-,1,-1,-57.044724580099995
[M-H-CH2O3]-,1,-1,-63.007670376099995
[M+H-CH5NO2]+,1,1,-62.02475194789999
[M-H-C8H4F3NO4S]-,1,-1,-267.9885894101
[M+H-C3H12NO4]+,1,1,-125.0693564119
[M-H-C4H4O2]-,1,-1,-85.0284058201
[M+H-C7H14]+,1,1,-97.10227399589999
[M-H-C7H3F2NO]-,1,-1,-156.0255466081
[M+H-C5H4O2]+,1,1,-95.0138529159
[M+H-C12H10]+,1,1,-153.0709738679
[M+H-C8H5NO4]+,1,1,-178.0145811879
[M-H-C12H10O7]-,1,-1,-267.0499291121
[M+H-C12H13FN2O]+,1,1,-219.0939148039
[M+H-C13H14O5]+,1,1,-249.07684709589998
[M+H-C3H9FO2]+,1,1,-95.0513812959
[M+H-C6H17NO2]+,1,1,-134.1186523319
[M-H-C8H18]-,1,-1,-115.14812702809999
[M+H-H2Cl2]+,1,1,-70.9460789719
[M+H-C13H10ClNO]+,1,1,-230.0378151679
[M-H-C11H10N2O2]-,1,-1,-203.0815040121
[M+H-C8H9SO2]+,1,1,-168.0250487659
[M+H-C11H9NO]+,1,1,-170.0611374559
[M+H-C14H20O5]+,1,1,-267.12379728789995
[M+H-C3H6]+,1,1,-41.039673739899996
[M+H-C38H64O31]+,1,1,-1015.3358788159
[M-H-C7H6O]-,1,-1,-107.0491412641
[M+CH3CO2]-,1,-1,59.013852915899996
[M+H-C2H5FO4]+,1,1,-111.0099104079
[M+H-C8H16O6]+,1,1,-207.08741177989998
[M+H-C19H16O3]+,1,1,-291.10266791989994
[M+4i-H-CH3]-,1,-1,-12.0173315481
[M+H+H2O-HCl]+,1,1,-16.958836259899996
[M-H-C9H6O]-,1,-1,-131.0491412641
[M+H-CH5O4P]+,1,1,-110.98526881789999
[M-H-C3H6N2O3]-,1,-1,-119.04511850409999
[M+H-C7H7NO3S]+,1,1,-184.00738732189998
[M+H+2i-CH3]+,1,1,-12.009488643900001
[M+H-C7H12N2S]+,1,1,-155.0648426219
[M-H-CH3SO2]-,1,-1,-79.9926514781
[M-H-C5H6N2]-,1,-1,-95.0603746441
[M+H+H2O-CH3OH]+,1,1,-13.008373547900002
[M+H-C7H20O9]+,1,1,-247.1034557679
[M+H-C14H24O12]+,1,1,-383.11949975589994
[M+H-C8H8ClNO2]+,1,1,-184.0170797239
[M+H-C7H14O4]+,1,1,-161.0819324759
[M+H-CHNS2]+,1,1,-89.94776395989999
[M+8Na-6H]2+,1,2,177.8701068882
[M-H-H3Cl3]-,1,-1,-108.93730958809999
[M+H-C13H25NO3]+,1,1,-242.17616720789997
[M+H-C3H7O]+,1,1,-58.0424133919
[M+H-C4H8O2]+,1,1,-87.0451530439
[4M+Ca]2+,4,2,40.076902840200006
[M+H-HN2S]+,1,1,-59.9787672699
[M+H-C16H15NO4]+,1,1,-284.0928315079
[M+H+2i-C4H11N]+,1,1,-70.07516289990001
[M+H-C5H9FO2]+,1,1,-119.0513812959
[M-H-C12H22O7]-,1,-1,-279.1438294961
[M+H-C16H19NO]+,1,1,-240.1393877759
[M-H-C3H4N4]-,1,-1,-97.05087258009999
[M+H-CBrN]+,1,1,-103.9141346479
[M+H-C25H33NO11]+,1,1,-522.1980844239
[M+H-C2H6FN]+,1,1,-62.041150959899994
[M-H-C5H12O3]-,1,-1,-121.08592069609999
[M+H-C5H5N5]+,1,1,-134.0472187079
[M-H-C9H7FO2]-,1,-1,-167.0502841361
[M+H-C7H4ClN]+,1,1,-135.9959503559
[M-H-H]-,1,-1,-2.0151014841
[M+H-C2H4O4]+,1,1,-91.0036821559
[M+H-C14H14O3]+,1,1,-229.08701785589997
[M-H-C8H17N2]-,1,-1,-142.1464499961
[M+H-C4H8NO4P]+,1,1,-164.0118179139
[M+H-C7H15NO]+,1,1,-128.1080876479
[M+H-C3H9NO3S]+,1,1,-138.02303738589998
[M+H-C10H14N2O4]+,1,1,-225.0880804759
[M-H-C4H11O2]-,1,-1,-92.0831810441
[M+H-C16H18O9]+,1,1,-353.08780570389996
[M+Na-H]+,1,1,21.981395668100003
[M+H-C4H3N3OS2]+,1,1,-171.96447664389999
[M+H-C5H10SO]+,1,1,-117.03795917789999
[M-H-C10H15N4]-,1,-1,-192.1369479321
[M+H-C17H17IO6]+,1,1,-442.9997098118999
[M+H-C13H14N2]+,1,1,-197.1084219959
[M-H-C4H8O5]-,1,-1,-137.04444980809998
[M+H-C11H17NO2S]+,1,1,-226.0907230219
[M+H-CH5N3]+,1,1,-58.0410707079
[M+H+2i-C8H7ClO2]+,1,1,-166.9994706919
[M+H+2i-C4H4O]+,1,1,-65.0122282959
[M+H-C8H7NOS]+,1,1,-164.0175580819
[M+H-C9H21NO]+,1,1,-158.1550378399
[M+H-C6H10O7]+,1,1,-193.0353762079
[M+H-C4H4Cl2]+,1,1,-120.96172903589999
[M+H-C7H4N4]+,1,1,-143.0363196759
[M+H-C13H14N2O6]+,1,1,-293.0779097158999
[M+H+2i-C7H14]+,1,1,-95.0955639959
[M+H-C8H11NO3]+,1,1,-168.06661675989997
[M+H-H6SO6]+,1,1,-132.9812321499
[M+H-C6H7FN2]+,1,1,-125.05204999189999
[M-H-C16H17NO2]-,1,-1,-256.1332052361
[M+H-C8H8O4]+,1,1,-167.0349822839
[M-H-C9H8O4]-,1,-1,-181.0495351881
[M+H-C6H6]+,1,1,-77.0396737399
[M+4i-H-CO2]-,1,-1,-40.9836856921
[M-H-C3H8O]-,1,-1,-61.0647913281
[M+H-C14H18O4]+,1,1,-249.1132326039
[M-H-C13H18O9]-,1,-1,-319.1023586081
[M+H-CH6O]+,1,1,-33.0345883599
[M+H-C13H14O9]+,1,1,-313.05650557589996
[M+H-C4H10-2i]+,1,1,-59.07768386789999
[M+2i-H-CHNO]-,1,-1,-42.0063801041
[M+Na-2H]+,1,1,20.973570636100003
[M+H-C5H8Cl2O4]+,1,1,-200.9726876439
[M+H-C14H26]+,1,1,-193.1961743799
[M-H-C10H9NO5S]-,1,-1,-256.0274195301
[M+H-C21H40O3]+,1,1,-339.29046868789993
[M-H-C7H3Cl2NO]-,1,-1,-187.9664455281
[M+H-C34H44O7]+,1,1,-563.3014272959
[M+H-C2H6N2]+,1,1,-57.0458217399
[M+2i-H-C2H4O3]-,1,-1,-75.0166104401
[M+H-C2ClO2]+,1,1,-89.9514054679
[M-H-C2H6O]-,1,-1,-47.0491412641
[M+H-C2H5Cl2]+,1,1,-97.96955406789999
[M+H-C6H12O7]+,1,1,-195.05102627189999
[M-H-CH4O2]-,1,-1,-49.0284058201
[M-H-C4H4N2]-,1,-1,-81.0447245801
[M+H-C7H8S]+,1,1,-123.02739449389999
[M-H-C4H7NO4]-,1,-1,-134.0447841561
[M+H+2i-C10H11NO]+,1,1,-158.0700775199
[M-H-C16H30O-H2O]-,1,-1,-257.2475070321
[M+H-C16H28]+,1,1,-219.21182444389999
[M-H-C16H8]-,1,-1,-201.0698767081
[M+H-C3H5NOS]+,1,1,-102.00190801789999
[M+H-C2H5BrO]+,1,1,-122.9451004279
[M+H-N2O3]+,1,1,-74.98361540789999
[M+H-C4H4S]+,1,1,-82.99609436589999
[M-H-C9H8O3]-,1,-1,-165.05462056809998
[M+H-C9H13NO3]+,1,1,-182.08226682389997
[M+H-C7H7N3O2S]+,1,1,-196.0186207019
[M+H-C6H5F3N2O2S]+,1,1,-224.9951062979
[M-H-CH6O3]-,1,-1,-67.03897050409999
[M+H-CH2SO5]+,1,1,-124.9550174019
[M+H-C9H12SO5]+,1,1,-231.0332677219
[M-H-C12H18O9]-,1,-1,-307.1023586081
[M+H-C8H5ClO]+,1,1,-150.9956160079
[M+H-C17H26N2O2]+,1,1,-289.19215161989996
[M-H-CH4SO3]-,1,-1,-96.99539113009999
[M+H-C8H14O6]+,1,1,-205.07176171589998
[M+H-C10H11F4N]+,1,1,-220.0754857799
[M+H+4i-C4H10O]+,1,1,-69.0524684879
[M+H-C8H12N2O2S]+,1,1,-199.0546718619
[M]2+,1,2,-0.0010971598
[M+H-C8H8SO3]+,1,1,-183.01213835389999
[M-H-C10H15NO2]-,1,-1,-182.1175551721
[M+H-C6H14O4]+,1,1,-149.0819324759
[M-H-C10H12O6]-,1,-1,-229.07066455609998
[M+H-CH2N2S]+,1,1,-72.98659230189999
[M+H-C2H7ClN]+,1,1,-79.01942545189999
[M+H-C11H12]+,1,1,-143.0866239319
[M-H-O]-,1,-1,-17.0021910721
[M+H-C4H9N]+,1,1,-70.06622283589999
[M+H-C2H8O2]+,1,1,-63.0451530439
[M+H-CH4O2]+,1,1,-47.013852915899996
[M+H-C3H11NS]+,1,1,-92.0539435899
[M-H-C5H11N]-,1,-1,-86.0964258041
[M+H-C9H16SO]+,1,1,-171.0849093699
[M+H-C5H12N2O2]+,1,1,-131.0826011719
[M+H-HNOS]+,1,1,-61.970607889899995
[M-H-C9H15NO3S2]-,1,-1,-250.05661117209996
[M+H-C6H9N]+,1,1,-94.06622283589999
[M+H-C6H5N3]+,1,1,-118.04107070789999
[M-H-C9H7NO2]-,1,-1,-162.0549549161
[M+H-CHN2O2]+,1,1,-71.9965258199
[M+H-C19H38O4]+,1,1,-329.26973324389996
[M+H-C2H3ClO3S]+,1,1,-140.94186587389999
[M+H-C8H6ClNS]+,1,1,-181.9836711099
[M+H-C12H16O2]+,1,1,-191.1077532999
[M+H-C22H38O18]+,1,1,-589.1985379239001
[M-H-C2H3SO3]-,1,-1,-107.98756609809999
[M+H-C5H2NO4]+,1,1,-138.99110609189998
[M+H+2i-C3H6N2S]+,1,1,-99.01118242989999
[M+H+2i-C3H4O2]+,1,1,-69.0071429159
[M+H-C9H9Cl2NO2]+,1,1,-231.9937574359
[M+6i-H]-,1,-1,5.012853547900001
[M+H-C8H16O5]+,1,1,-191.09249715989998
[M+H-C16H32O2]+,1,1,-255.2329538119
[M+H-C24H50O]+,1,1,-353.3788897678999
[M-H-C19H28O3]-,1,-1,-305.2111212081
[M-H-C11H6]-,1,-1,-139.0542266441
[M-H-C6H11NO]-,1,-1,-114.0913404241
[M+H-C5H8ClNO]+,1,1,-132.0221651039
[M+H-C9H12NO]+,1,1,-149.0846125519
[M2+],1,0,0.0
[M+Cl]-,1,-1,34.969401259899996
[M-H-C12H14F2O2]-,1,-1,-229.1034625801
[M+H-C7H9NO2S]+,1,1,-170.0281227659
[M+H-C9H10N2]+,1,1,-145.0771218679
[M+H-C10H12ClNO]+,1,1,-196.0534652319
[M+4i-H]-,1,-1,3.0061435479
[M+H-C8H8N4O]+,1,1,-175.0625344239
[M+H-C4H8O4]+,1,1,-119.03498228389999
[M+H-C13H16FNO]+,1,1,-220.1143158999
[M+H-C2HCl3N2]+,1,1,-156.9132546199
[M+H-C14H17NO]+,1,1,-214.1237377119
[M+H-C9H12O]+,1,1,-135.0815385519
[M+H+2i-C11H13N3O2S]+,1,1,-248.0588608939
[M-H-N2O2]-,1,-1,-61.0032536921
[M+2i-H-H2O]-,1,-1,-17.011131452100003
[M+H-C16H28O13]+,1,1,-427.1457145038999
[M-H-C9H13NO2]-,1,-1,-168.1019051081
[M+H-C8H7ClO]+,1,1,-153.0112660719
[M+H-HSCH2CONHCH3]+,1,1,-104.01755808189999
[M+H-CH4O]+,1,1,-31.0189385479
[M+H-C2ClO3]+,1,1,-105.94632008789999
[M-H-C5H11O5P]-,1,-1,-183.04168653410002
[M+H-C8H12O]+,1,1,-123.0815385519
[M+H-C13H17N3]+,1,1,-214.13497109189998
[M+H-C20H30O11]+,1,1,-445.17153532789996
[M+H-C7H13NO3]+,1,1,-158.08226682389997
[M+H-C2H3ClN]+,1,1,-74.9881253239
[M+H-C4H4FN3O]+,1,1,-128.0265635159
[M+H-C5H9N5O]+,1,1,-154.0734334559
[M-H-C8H9Cl2NO2S2]-,1,-1,-285.95245172010004
[M-H-C13H17ClO6]-,1,-1,-305.0786423961
[M+H-CH2]+,1,1,-13.0083736119
[M+H-C17H32O6]+,1,1,-331.2126122918999
[M+H-C6H5NO4S]+,1,1,-185.98665187790002
[M-H-C12H17ClO4]-,1,-1,-261.0888131561
[M+HCOOH+H]+,1,1,47.0127554521
[M+H-C11H9N3S]+,1,1,-214.0444415259
[M+H-C3H7NO2]+,1,1,-88.0404020119
[M+H-C7H16O5]+,1,1,-179.09249715989998
[M+H-C2H5NO2S]+,1,1,-105.9968226379
[M+2i-H-C10H9N4]-,1,-1,-184.0832877401
[M+H-C8H6F2N2O]+,1,1,-183.0375427999
[M+H-CHO]+,1,1,-27.995463199899998
[M+H-N2H]+,1,1,-28.006696579899998
[M+H-C10H9NO2S]+,1,1,-206.0281227659
[M+H-C26H42O7]+,1,1,-465.28577723189994
[M+H-C2H2O2]+,1,1,-56.9982028519
[M+H-C3H6S2O]+,1,1,-120.97872973989999
[M+H-C10H22O3]+,1,1,-189.14961811189997
[M+H-C10H9NO3S]+,1,1,-222.02303738589998
[M+H-C12H24O12]+,1,1,-359.11949975589994
[M+H-C17H12O6]+,1,1,-311.0561116518999
[M+H-C6H4F2]+,1,1,-113.0208301159
[M+H-C14H24]+,1,1,-191.1805243159
