adduct,n_mer,charge,mass_shift
[M-H-C12H18O8]-,1,-1,-291.1074439881
[M+H-C7H5BrO]+,1,1,-182.9451004279
[M+H-C5H6N2OS]+,1,1,-141.0128070499
[M+H-C9H11NO4S]+,1,1,-228.0336020699
[M+H-C7H6O]+,1,1,-105.0345883599
[M+H-C16H21N]+,1,1,-226.1601232199
[M+H+2i-C8H9N]+,1,1,-116.0595128359
[M+H-C6H2Cl2N2O]+,1,1,-186.9471415919
[M+H-3H2O]+,1,1,-53.0244185479
[M-H-C3H4S]-,1,-1,-73.0106472701
[M+Cl+2i]-,1,-1,36.976111259899994
[M+H+2i-CO]+,1,1,-24.980928167899997
[M-H-C12H14O2]-,1,-1,-191.1066561401
[M+H-C13H24N2O8]+,1,1,-335.1459892758999
[M-H-C2H6O3]-,1,-1,-79.03897050409999
[M-H-C10H18O8]-,1,-1,-267.1074439881
[M+H-C3H7NO3]+,1,1,-104.03531663189999
[M+H-ClNO2]+,1,1,-79.9544794679
[M-H-C2H5O]-,1,-1,-46.0413162321
[M-H-C2H3NO4]-,1,-1,-106.0134840281
[M+H+2i-H2O]+,1,1,-14.9965785479
[M-H-C5H5NOS]-,1,-1,-128.0164609221
[M+H-C16H20N2O3]+,1,1,-287.14011604789994
[M+H-C5H9N3S]+,1,1,-142.0444415259
[M+H-C9H12SO4]+,1,1,-215.03835310190001
[M+H-C8H10SO2]+,1,1,-169.0328737979
[M+H-C3H10F2O2]+,1,1,-115.0576095479
[M+H-C7H10N2]+,1,1,-121.07712186789999
[M-H-C2H6O2]-,1,-1,-63.044055884100004
[3M+ClO4]-,3,-1,98.9490597399
[M-H-CH3N2O3]-,1,-1,-92.0216434081
[M+H-CH6N2O2]+,1,1,-77.0356509799
[M+H-C14H22O11]+,1,1,-365.10893507189996
[M+H-C5H16OSi2]+,1,1,-147.0666926799
[M+H-C32H52O14]+,1,1,-659.3284298919
[M+H-C3H10N2O2]+,1,1,-105.0669511079
[M+H-C7H3NO4]+,1,1,-163.9989311239
[M-H-CHNS2]-,1,-1,-91.96231686409999
[M-H-C6H5BrO]-,1,-1,-172.9596533321
[M+H-C12H13N3]+,1,1,-198.1036709639
[M+H-C23H44O3]+,1,1,-367.32176881589993
[M+H+2i-C2H4SO2]+,1,1,-88.97921360589999
[M+H-C11H9F2NO2]+,1,1,-224.0528585159
[M+H-C14H18N2O]+,1,1,-229.1346367439
[M+H-C10H12O2]+,1,1,-163.0764531719
[M+H-C9H14O5]+,1,1,-201.07684709589998
[M+H-H4N2O]+,1,1,-47.025086295899996
[M+H-C10H22O5]+,1,1,-221.13944735189997
[M+H-C14H13NO4]+,1,1,-258.0771814439
[M+H-C5H6N2O]+,1,1,-109.0407363599
[M+H-C7H5N3O]+,1,1,-146.0359853279
[M-H-C8H14O]-,1,-1,-127.1117415201
[M-H-C27H43O5]-,1,-1,-448.3183259281
[M+H+2i-C3H8O]+,1,1,-57.0435284239
[M-H-C2H2N]-,1,-1,-41.0260005161
[M+H-C9H15NO3S]+,1,1,-216.06998757789998
[M-H-C4H9NO2S]-,1,-1,-136.0426756701
[M+H+2i-C5H11NO]+,1,1,-98.0700775199
[M-H-C3F6O]-,1,-1,-166.9926103921
[M-H-C11H14N6]-,1,-1,-231.13527090009998
[M+H-C9H20O2]+,1,1,-159.1390534279
[M+H+2i-C6H12]+,1,1,-81.0799139319
[M+H-C4H9]+,1,1,-56.063148835899995
[M+H-C7H3Cl2NO]+,1,1,-185.9518926239
[M+H-C15H18O7]+,1,1,-309.09797646389995
[M+H-C13H22N2O2]+,1,1,-237.1608514919
[M-H-C13H22O9]-,1,-1,-323.1336587361
[M+H-C7H5ClO2]+,1,1,-154.9905306279
[M+H-C20H32O15]+,1,1,-511.16684387189997
[M+H-C13H22O12]+,1,1,-369.10384969189994
[M+H-C9H17NO4]+,1,1,-202.1084815719
[M+H-C8H6N2OS]+,1,1,-177.0128070499
[M-H-C8H16]-,1,-1,-113.1324769641
[M+H-N2O4]+,1,1,-90.97853002789999
[M+H-C15H24O7]+,1,1,-315.14492665589995
[M+H+2i-CH3N3S]+,1,1,-85.9907813339
[M-H-C12H10N2O3]-,1,-1,-231.07641863209997
[M-H-C8H9N2O]-,1,-1,-150.0787643601
[M+H-C9H12O4]+,1,1,-183.0662824119
[M+H+2i-C2H4O3]+,1,1,-73.0020575359
[M+H-C13H24O7]+,1,1,-291.14492665589995
[M-H-C4H4N2O]-,1,-1,-97.0396392001
[2M+H+5i]+,2,1,6.0240514521
[M+H-C6H6O]+,1,1,-93.0345883599
[M+H-C15H21N]+,1,1,-214.1601232199
[M+H-C11H23NO4S]+,1,1,-264.1275024539
[M+H-C6H7N3O4]+,1,1,-184.0363792519
[M+H-C7H4N2O2S]+,1,1,-178.9920716059
[M+H-C14H22O6]+,1,1,-285.1343619719
[M+H-CH2N2]+,1,1,-41.014521611899994
[M+H-C8H22O5]+,1,1,-197.1394473519
[M-H-C3H7O2]-,1,-1,-76.0518809161
[M+H-HNO]+,1,1,-29.9985371999
[M+H-C29H50O26]+,1,1,-813.2517552679
[M+H2O+2i-H]-,1,-1,19.009998547899997
[M+Na+4i]+,1,1,27.002640700100002
[M-H-HF]-,1,-1,-21.0135047041
[M+H-C10H22O6]+,1,1,-237.13436197189998
[M+H-C3H4N6S]+,1,1,-155.0145383659
[M+H-C11H11N3O3]+,1,1,-232.07276475989997
[M+H-C12H18N2O3]+,1,1,-237.12446598389997
[M-H-HPO3]-,1,-1,-80.9736069741
[M+H-C8H5F3N2]+,1,1,-185.0332063679
[M-H-C6H4]-,1,-1,-77.0385765801
[M+H-C6H13NO2]+,1,1,-130.0873522039
[M-H-C10H9NO4]-,1,-1,-208.0604342201
[M+H-H2-C3O]+,1,1,-53.0032882319
[M+H-C3H2O2]+,1,1,-68.9982028519
[M+H-C5H6O3]+,1,1,-113.02441759989999
[M-H-C13H16O]-,1,-1,-189.1273915841
[M+H-C6H5S]+,1,1,-108.00391939789999
[M+H-C6H5N3O4]+,1,1,-182.0207291879
[M+2H-2H2O]2+,1,2,-34.0065770958
[M+H-C3H3F3O]+,1,1,-111.0063229239
[M+H-C11H11F2NO4]+,1,1,-258.0583378199
[M+H-C8H7NO3S]+,1,1,-196.00738732189998
[M+H-C7H17NO]+,1,1,-130.1237377119
[M-H-C5H4O3]-,1,-1,-113.0233204401
[M+H-C9H6N2O3S]+,1,1,-221.00263628989998
[M+H-C10H11NOS2]+,1,1,-224.02092889989999
[M+H-C5H10N2]+,1,1,-97.07712186789999
[M+H-C23H40O19]+,1,1,-619.2091026079
[M+H-C2H3NO]+,1,1,-56.0141872639
[M-H-C13H14O8]-,1,-1,-299.0761438601
[M+2i-H-C10H8N4OS]-,1,-1,-231.0424480181
[M-H-H2O-CO2]-,1,-1,-63.0076706921
[M+H-C6H4BrClO]+,1,1,-204.9061280759
[M+H-C14H21NO2]+,1,1,-234.1499524599
[M+H-C12H25NO]+,1,1,-198.1863379679
[M+2i-H-NH2]-,1,-1,-15.0192905161
[M-H-C2H9NO3S]-,1,-1,-128.03759029009998
[M+H-C20H17FO]+,1,1,-291.11906693189997
[M+H-C8H9BrO2]+,1,1,-214.9713151759
[M-H-C3H10O]-,1,-1,-63.0804413921
[M+H-C8H8NO2]+,1,1,-149.0482270439
[M+H-C9H11NO2]+,1,1,-164.0717021399
[M+H+2i-C4H4O2]+,1,1,-81.0071429159
[M+H-C6H3ClN2]+,1,1,-136.9911993239
[M+H+2i-C2H4O]+,1,1,-41.0122282959
[M+H-CHNO3]+,1,1,-73.98836643989999
[M+H-C2H5FO2]+,1,1,-79.0200811679
[M+H-H4ClN]+,1,1,-51.99595035589999
[M+2i-H-C2H2O]-,1,-1,-41.011131136100005
[M+H-C24H42O20]+,1,1,-649.2196672919
[M+H-C9H18O9]+,1,1,-269.08780570389996
[M+H-C6H7NO3]+,1,1,-140.03531663189997
[M+H-C2H9NO]+,1,1,-62.061137455899996
[M-H-C6H11O7P]-,1,-1,-227.03151577409997
[M-H-C4H7N3O]-,1,-1,-114.0661882961
[M-H-C3H5NO]-,1,-1,-72.0443902321
[M+H-C30H48O14]+,1,1,-631.2971297639
[M+H-C6H5NSO2]+,1,1,-153.99682263789998
[M+H-C2H2Cl2O]+,1,1,-110.9409935919
[M+H-C9H9N3O2]+,1,1,-190.0622000759
[M+H-C2H12O6]+,1,1,-131.05611165189998
[M-H-C6H6N4O2]-,1,-1,-167.0563518841
[M+H+2i-CHFO]+,1,1,-44.9871564199
[M+H-C3HNO2]+,1,1,-81.9934518199
[M+H-C6H9NS]+,1,1,-126.03829352589999
[M-H-CO2-2HF]-,1,-1,-85.0095621961
[M+H-C7H7O2]+,1,1,-122.0373280119
[M-H-C9H8N2]-,1,-1,-145.0760247081
[M+H+2i-CBrO]+,1,1,-103.8992652679
[M+H+2i-C10H12F2N2O2S]+,1,1,-259.0447683019
[M+H-C4H3N5]+,1,1,-120.0315686439
[M+H-C24H42O19]+,1,1,-633.2247526719
[M+2i-H-C5H6O3]-,1,-1,-113.0322605041
[M-H-C9H16F2O4]-,1,-1,-227.1089418841
[M+H-H5PO5]+,1,1,-114.9801834379
[M+H-C25H35NO11]+,1,1,-524.2137344879001
[M+H-C15H26S]+,1,1,-237.1682450699
[M+H-C19H24SO9]+,1,1,-427.10682658589997
[M+H-C5H14O2]+,1,1,-105.0921032359
[M+H-C14H16O4]+,1,1,-247.0975825399
[M+H-C13H15NO2]+,1,1,-216.1030022679
[M+H-C6H6N2O4S]+,1,1,-200.9975509099
[M+H-C21H36O3]+,1,1,-335.25916855989993
[M+H-C11H17NO]+,1,1,-178.1237377119
[M+H-C12H12F3NO]+,1,1,-242.0798222119
[M-H-C9H9O2]-,1,-1,-150.0675309801
[M+H+2i-C4H10O]+,1,1,-71.0591784879
[M+H-C3H7FO]+,1,1,-77.0408166119
[M+H+2i-N2]+,1,1,-24.992161547899997
[M+H-C2H8S2O6]+,1,1,-190.96895290389998
[M+H-C6H5SO3]+,1,1,-155.9886632579
[M+H-C10H11NO4]+,1,1,-208.0615313799
[M+H-C4H12NO]+,1,1,-89.08461255190001
[M+H-C2H3N3S2]+,1,1,-131.96956202389998
[M+H-C10H11NO]+,1,1,-160.0767875199
[M+2i-H-C9H10O5]-,1,-1,-197.05338987209998
[M-H-C15H10O6]-,1,-1,-287.05501449210004
[M-H-C16H21NO]-,1,-1,-244.1695907441
[M-H-C16H15N3O]-,1,-1,-266.1287885521
[M+H-C8H19NO2]+,1,1,-160.1343023959
[M+2i-H-C6H5ClO]-,1,-1,-127.0034589121
[M+H-C4H7NS2]+,1,1,-131.99471415189998
[M+H-C7H8N2S]+,1,1,-151.0335424939
[M+H-C2H2F2N2O]+,1,1,-107.0062426719
[M+H+2i-C5H8O]+,1,1,-81.0435284239
[M-H-C7H12O2]-,1,-1,-129.0910060761
[M+H-C4H5NO]+,1,1,-82.0298373279
[M+H-C7H7Br]+,1,1,-168.9658358719
[M+H-C12H12O2]+,1,1,-187.0764531719
[M+2i-H-C2H3NO2]-,1,-1,-72.0169447881
[M+H-C8H14O4]+,1,1,-173.0819324759
[M-H-C6H14NO2P]-,1,-1,-164.08349177009998
[M-H-C8H5NOS]-,1,-1,-164.0164609221
[M+H+2i-C2H5NS]+,1,1,-72.00028339789999
[M+H-C2H6S]+,1,1,-61.0117444299
[M+H-C14H13NO]+,1,1,-210.0924375839
[M+H-C8H10FN]+,1,1,-138.0724510879
[M+H-C3H4N4O]+,1,1,-111.03123429589999
[M-2H-H2O]2-,1,-2,-20.0251179042
[M+H-C4H9NO2S]+,1,1,-134.0281227659
[M-H-C8H10N4]-,1,-1,-163.0978227721
[M+H-C5H8O4]+,1,1,-131.0349822839
[M-H-OH]-,1,-1,-18.0100161041
[M-H-C3O6]-,1,-1,-132.9767641721
[M+H-C7H5NS2]+,1,1,-165.97906408789999
[M+4i-H-C7H5NO]-,1,-1,-116.0309702321
[M+H-C5H13NO3S]+,1,1,-166.05433751389998
[M-H-C10H6SO]-,1,-1,-175.0212119541
[M+H-C10H14O7]+,1,1,-245.06667633589998
[M-H-C4H6O]-,1,-1,-71.0491412641
[M+Ni-H]+,1,1,56.926969388100005
[M+H+2i-CH4SO2]+,1,1,-76.97921360589999
[M+H-C6H5NO3]+,1,1,-138.01966656789998
[M+H+2i-C8H13N3O2]+,1,1,-180.0867902039
[M+H-C3H5N3O2]+,1,1,-114.0308999479
[2M-H+HCOOH]-,2,-1,44.9982025479
[M+H+2i-C2H3N]+,1,1,-38.0125626439
[2M+H+8i]+,2,1,9.0341164521
[M+H+N2-H2O]+,1,1,11.0028594521
[M+H-C10H14]+,1,1,-133.1022739959
[M-2H]2-,1,-2,-2.0145529042
[M+H-C4H12OSi]+,1,1,-103.0584655519
[M+H-CH3IN]+,1,1,-154.9237456439
[M-H-C15H16N2O5]-,1,-1,-305.1131980641
[M-H-C6H3Cl2O]-,1,-1,-161.9633715281
[M+H-C9H6F4N2S]+,1,1,-249.0115053099
[M2+Na]+,1,1,22.989220700100002
[M+H-C4H8O5]+,1,1,-135.02989690389998
[M+H-C2H7NO2S]+,1,1,-108.0124727019
[M+H+2i-C14H11NO2]+,1,1,-222.0649921399
[M+H-C2H10O3]+,1,1,-81.05571772789999
[M+H-C6H13NO]+,1,1,-114.0924375839
[M+H+2i-C7H8O]+,1,1,-105.0435284239
[M+H-C6H6SO3]+,1,1,-156.9964882899
[M+H-C3H4N4O2]+,1,1,-127.0261489159
[M+H-C10H11N3S]+,1,1,-204.0600915899
[M+H-CH3N]+,1,1,-28.0192726439
[M+H-C30H40N2O7]+,1,1,-539.2762751679
[M+H-C12H14FNO]+,1,1,-206.0986658359
[M-H-CH3NOS]-,1,-1,-78.0008108581
[M-H-C6H12O5]-,1,-1,-165.07574993609998
[M+H-C4H8F3N]+,1,1,-126.0536074639
[M+H-C6H15NO3]+,1,1,-148.09791688789997
[M-H-CH3O]-,1,-1,-32.0256661681
[M+H-C9H6N2O4]+,1,1,-205.0254802199
[M+H-CNO]+,1,1,-40.9907121679
[M+H+2i-C5H12N2]+,1,1,-97.08606193189999
[M-H-C15H12O3]-,1,-1,-241.08592069609998
[M+H-C16H34O]+,1,1,-241.25368925589999
[M-H-C3H2N2]-,1,-1,-67.0290745161
[M+H-C15H19NO2]+,1,1,-244.1343023959
[M+H+2i-I]+,1,1,-123.8904865479
[M-H-C7H7NO2]-,1,-1,-138.0549549161
[M-H-H2SO3]-,1,-1,-82.97974106609999
[M+H+2i-C8H7N3]+,1,1,-142.0500107719
[M+H-C8H4Cl2O2]+,1,1,-200.9515582759
[M-H-C7H7SO2]-,1,-1,-156.02395160609998
[M+H+N2-NH3]+,1,1,11.9868754521
[M+2i-H-C7H4ClNO]-,1,-1,-151.9987078801
[M-H-C6H6O3]-,1,-1,-127.03897050409999
[M+H-H3IN]+,1,1,-142.9237456439
[M-H-C18H24N2O]-,1,-1,-285.1961398401
[M+H-C5H9O6P]+,1,1,-195.0063981859
[M+H-C8H13N3O]+,1,1,-166.0985855839
[M-H-C7H5ClO]-,1,-1,-141.0101689121
[M+H-C2H5ClN2]+,1,1,-91.00684938789999
[M+H-C2H3N3O]+,1,1,-84.0203352639
[M-H-C13H19NO2]-,1,-1,-222.1488553001
[M-H-C7H13SO2]-,1,-1,-162.0709017981
[M-H-C20H35O3]-,1,-1,-324.2658964321
[M-H-CH4N]-,1,-1,-31.041650580099997
[M+H-C3H4BrO]+,1,1,-133.9372753959
[M+H-C18H27N3O4]+,1,1,-348.19287989189996
[M-H-C20H18O6]-,1,-1,-355.11761474810004
[M+H-C10H15F3N2O2]+,1,1,-251.1012859279
[M+H-C12H14ClN3O]+,1,1,-250.0752632959
[M+H-C11H20O10]+,1,1,-311.09837038789993
[M-H-C6H4ClO2S]-,1,-1,-175.9693291901
[M+H-C4H13NO2S]+,1,1,-138.0594228939
[M+H-CH4ClO2]+,1,1,-81.9827055959
[M+H-C27H50O4]+,1,1,-437.36363362789996
[M-H-C9H10O5]-,1,-1,-199.06009987209998
[M-H-C5H10O4]-,1,-1,-135.0651852521
[M-H-C35H68O5]-,1,-1,-569.5139517281
[M+H+2i-C3H3NO2]+,1,1,-82.0023918839
[M+H-C3H3F3N]+,1,1,-109.0144823039
[M+H+2i-C2H4]+,1,1,-25.017313675899995
[M+H-C7H7F3O2]+,1,1,-179.0325376719
[M-H-C17H21NO4]-,1,-1,-304.15433460410003
[M+H+2i-C4H7N3]+,1,1,-94.05001077189999
[M-H-C14H38O2]-,1,-1,-239.2944569081
[M+H-C11H17NO3]+,1,1,-210.11356695189997
[M-H-C6H13NO3]-,1,-1,-148.09681972809997
[M+H-C2H8O4]+,1,1,-95.03498228389999
[M-H-H3NO]-,1,-1,-34.0287401681
[M+H-C14H22O2]+,1,1,-221.1547034919
[M-H-C17H18O8]-,1,-1,-351.1074439881
[M+H-C13H15NO]+,1,1,-200.1080876479
[M+H-C15H28O]+,1,1,-223.2067390639
[M-H-C3H5NO2]-,1,-1,-88.0393048521
[M+H-CH3Br]+,1,1,-92.9345357439
[M+H-C11H11Cl3N2O]+,1,1,-290.98641955989996
[M+H-CH3],1,0,-14.015650064
[M+H+2i-C7H10N2O]+,1,1,-135.0653264879
[M+H-C20H30O12]+,1,1,-461.16644994789993
[M-H-C2H4]-,1,-1,-29.0385765801
[M+H-C7H8N4O5S]+,1,1,-259.01426359389995
[M+H2O-H-CH2O]+,1,1,-13.008373295899998
[2M+Na-H]+,2,1,21.981395668100003
[M-H-C9H16]-,1,-1,-125.1324769641
[M+H-C8H15NO2]+,1,1,-156.1030022679
[M+H-C17H23N]+,1,1,-240.17577328389999
[M+H-C9H15N3]+,1,1,-164.11932102789999
[M-H-C12H20O10]-,1,-1,-325.1129232921
[M-H-C2H3O]-,1,-1,-44.0256661681
[M+H+4i-H2O]+,1,1,-12.9898685479
[M+H+2i-NO]+,1,1,-26.984002167899998
[M-H-C6H5ClN]-,1,-1,-127.0183282921
[M-H-C4H8O4]-,1,-1,-121.0495351881
[M+H-C8H11NO2S]+,1,1,-184.0437728299
[M-H-C6H6O4]-,1,-1,-143.0338851241
[M-H-S2]-,1,-1,-64.9514178321
[M+H-C7H6N6]+,1,1,-173.05811773989998
[M-H-C8H9ClO]-,1,-1,-157.0414690401
[M-H-C4H2N2O2]-,1,-1,-111.0189037561
[M+H-C24H36O23]+,1,1,-691.1574609599
[M-H-C7H8O7]-,1,-1,-205.0342790481
[M-H-C7H5Cl2]-,1,-1,-159.9841069721
[M+H-C14H21N3O2S]+,1,1,-294.12817114989997
[M+H-C11H13N3O4]+,1,1,-250.0833294439
[M+H-C4H10O3]+,1,1,-105.05571772789999
[M+H-C16H28O9]+,1,1,-363.16605602389996
[M+H+2i-C7H6BrNO2]+,1,1,-211.9442040799
[M-H-C5H9O2]-,1,-1,-102.0675309801
[M+H-C31H52O27]+,1,1,-855.2623199518999
[M+H-3CH4]+,1,1,-47.08662393189999
[M+H-C5H4N2O3]+,1,1,-139.01491553589997
[M+H-C7H10ClNO2S]+,1,1,-206.0048004779
[M-H-C8H12O]-,1,-1,-125.0960914561
[M+H-C2HN2O2]+,1,1,-83.9965258199
[M+H-C9H7ClN2S]+,1,1,-208.9945701419
[M+H-C9H10ClF3O2]+,1,1,-241.0248654479
[M+H-C10H21NO]+,1,1,-170.1550378399
[M+H-C8H8ClNO]+,1,1,-168.0221651039
[M+2i-H-N2]-,1,-1,-27.006714452100002
[M-H-C2H6SO3]-,1,-1,-111.01104119409999
[M-H-C3H5NO4]-,1,-1,-120.0291340921
[M+H-C7H8ClNO2S]+,1,1,-203.9891504139
[M-H-C16H21NO3]-,1,-1,-276.1594199841
[M+H-C6H14N2O2S]+,1,1,-177.0703219259
[M+H-C7H21N3]+,1,1,-146.1662712199
[M+H-C12H15N7O4]+,1,1,-320.11127550789996
[M+H-C3H5N3O]+,1,1,-98.0359853279
[M-H-C2H8O3]-,1,-1,-81.05462056809999
[M+H-C5H12O2]+,1,1,-103.0764531719
[M+H-C2H2N2]+,1,1,-53.014521611899994
[M-H-CH5N]-,1,-1,-32.0494756121
[M-H-C5H6O]-,1,-1,-83.0491412641
[M+H-C13H14]+,1,1,-169.1022739959
[M+H-C6H6N2O]+,1,1,-121.0407363599
[M+H-C13H22]+,1,1,-177.1648742519
[M+H-C7H6ClNOS]+,1,1,-185.9785857299
[M+H-HCN]+,1,1,-26.003622579899996
[M-H-C6H10O7]-,1,-1,-195.0499291121
[M-H-C3H2N2O3]-,1,-1,-115.01381837609999
[M-H-C7H7N3]-,1,-1,-134.0712736761
[M+Na+H]2+,1,2,23.9964971522
[M+H-C7H13INO6]+,1,1,-332.9714836839
[M+H-C4H3NO2]+,1,1,-96.0091018839
[M+H-C10H18O3]+,1,1,-185.11831798389997
[M+H-C8H12O3]+,1,1,-155.07136779189997
[M-H-C5H5ClN2]-,1,-1,-129.0214022921
[M-H-C15H22N2O3]-,1,-1,-279.1703190161
[M+H-I]+,1,1,-125.8971965479
[M-H-C6H13NO]-,1,-1,-116.1069904881
[M-H-C3H2N4O3]-,1,-1,-143.01996637609997
[M-H-CHNO3S]-,1,-1,-107.97499003409999
[M+H-H3FO]+,1,1,-37.0095164839
[M-H-C2O2]-,1,-1,-56.9971056921
[M+H-C14H20O]+,1,1,-203.1441388079
[M-H-CH3F3O]-,1,-1,-89.0208758281
[M-H-C3H7NO2S]-,1,-1,-122.0270256061
[M+H-C9H8O]+,1,1,-131.0502384239
[M-H-C11H20O10]-,1,-1,-313.1129232921
[M-H-C8H9NO]-,1,-1,-136.0756903601
[M-H-C6H6O]-,1,-1,-95.0491412641
[M+H-C3H2N2]+,1,1,-65.0145216119
[M-H-C9H7NO4]-,1,-1,-194.0447841561
[M+H+4i-C8H18O]+,1,1,-125.1150687439
[M+H-C2Cl2N2]+,1,1,-120.93657690789999
[M+H-C6H12O3]+,1,1,-131.07136779189997
[M+H-C4H9N3O]+,1,1,-114.06728545589999
[M-H-C11H9NO2]-,1,-1,-188.0706049801
[M+H-C5H8N2O]+,1,1,-111.0563864239
[M+H-H2-CH4]+,1,1,-17.039673739899996
[M-H-C13H15NO2]-,1,-1,-218.1175551721
[M+H-C7H4ClNS]+,1,1,-167.9680210459
[M-H-C10H13NO]-,1,-1,-164.1069904881
[M+H-C9H8O4]+,1,1,-179.0349822839
[M+H-C10H7ClO]+,1,1,-177.0112660719
[M+H-C8H10S]+,1,1,-137.0430445579
[M+H-C11H12O7]+,1,1,-255.05102627189999
[M+ClO3]-,1,-1,82.95414511989999
[M-H-C4H8O]-,1,-1,-73.0647913281
[M+2i-H-H3PO3]-,1,-1,-80.9825470381
[M+H-C10H12O4]+,1,1,-195.0662824119
[M+H-C5H3N3]+,1,1,-104.02542064389999
[M+H-C4H7]+,1,1,-54.047498771899996
[M+H-C12H14BrN3O]+,1,1,-294.02474771589993
[M+H-C4H9BrO2]+,1,1,-166.9713151759
[M+H-H3F3]+,1,1,-59.0114083039
[M+H-C10H15NO3]+,1,1,-196.09791688789997
[M+H-C3H9INO3]+,1,1,-232.95543969589997
[M+H-C4H9NO]+,1,1,-86.0611374559
[M+H-C13H15FN2OS]+,1,1,-265.0816355579
[M+H-C7H18O7]+,1,1,-213.09797646389998
[M+H-C15H12O4]+,1,1,-255.0662824119
[M+H-C11H21N2O6P]+,1,1,-307.10644656989996
[M+H+2i-C7H8N4O2]+,1,1,-177.0507390439
[M-H-C11H12O4]-,1,-1,-209.0808353161
[M-H-C7H5N]-,1,-1,-104.0494756121
[M-H-C4H10O5]-,1,-1,-139.06009987209998
[M+H+2i-C8H8O4]+,1,1,-165.0282722839
[M+H-C7H16N2O3]+,1,1,-175.10881591989997
[M-H-H4FN]-,1,-1,-38.0400538001
[M+H-C16H36O3]+,1,1,-275.25916855989993
[M-H-N4]-,1,-1,-57.0195724521
[M+H-C6H5ClFN]+,1,1,-144.0021786079
[M+H-C7H6ClF3N2]+,1,1,-209.0098840799
[M+H-C8H15NO4]+,1,1,-188.0928315079
[M+H-C10H13NO2]+,1,1,-178.0873522039
[M+Br]-,1,-1,78.9188856799
[M+H-C4H8S]+,1,1,-87.02739449389999
[M+H-C8H16O8]+,1,1,-239.0772410199
[M+H-C8H13NO2]+,1,1,-154.0873522039
[M+H+2i-CH5N3]+,1,1,-56.0343607079
[M+H-CNS]+,1,1,-56.96786823789999
[M-H-C5H8O4]-,1,-1,-133.0495351881
[M+H-C22H36O5]+,1,1,-379.24899779989994
[M+H-C6H12O4]+,1,1,-147.0662824119
[M+H-C4H5N3S]+,1,1,-126.01314139789999
[M-H-C12H14N2O2]-,1,-1,-219.1128041401
[M+H-C5H14O7]+,1,1,-185.06667633589998
[M-H-C9H14O8]-,1,-1,-251.0761438601
[M+H-C9H16]+,1,1,-123.11792405989999
[M+H-C14H24O]+,1,1,-207.1754389359
[M+H-C12H12N2O3]+,1,1,-231.07751579189997
[M+H-C3H2ClN]+,1,1,-85.9803002919
[M+H-C6H5O]+,1,1,-92.0267633279
[M+H-C5H6F2O3]+,1,1,-151.02122403989998
[M-H-C4H10O]-,1,-1,-75.0804413921
[M+H-C10H12O3]+,1,1,-179.07136779189997
[M+H-CN2O]+,1,1,-54.9937861679
[M-H-C2H4O4]-,1,-1,-93.0182350601
[M+H-C7H6NO4S]+,1,1,-198.9944769099
[M+H+2i-NH2]+,1,1,-13.004737611900001
[M+H-C2H5NS]+,1,1,-74.00699339789999
[M+H-C13H18O2]+,1,1,-205.1234033639
[M+H-SO2]+,1,1,-62.9546234779
[M-H-NO]-,1,-1,-31.005265072100002
[M+H-CH4]+,1,1,-15.024023675899999
[M+H-C14H19NO]+,1,1,-216.1393877759
[M+H-C9H16N2O4]+,1,1,-215.1037305399
[M+H-C22H36O18]+,1,1,-587.1828878599
[M+H-CHCl2N]+,1,1,-95.94132793989999
[M+H-C13H18O]+,1,1,-189.1284887439
[M+H-C5H9NS]+,1,1,-114.03829352589999
[M+H-CHFO2]+,1,1,-62.9887810399
[M+H-C10H11N]+,1,1,-144.0818728999
[M+H-C8H18N2OS]+,1,1,-189.1067074339
[M+H-C13H12O7]+,1,1,-279.05102627189996
[2M+K]+,2,1,38.9631581001
[M-H-C7H16O7]-,1,-1,-213.09687930409999
[M+CH3COO]-,1,-1,59.0138529159
[M-H-C18H32O]-,1,-1,-265.2525920961
[M-H-C12H25NO2]-,1,-1,-216.1958054921
[M+H-C11H18N2O4]+,1,1,-241.1193806039
[M+H+2i-C6H13NO]+,1,1,-112.0857275839
[M+H-C15H18]+,1,1,-197.1335741239
[M+H-2H2]+,1,1,-3.0240236758999997
[M+H-C7H7ClN2S]+,1,1,-184.9945701419
[M+H-C40H68O19]+,1,1,-851.4282035038999
[M+H-C2H2NO3]+,1,1,-86.99619147189999
[M+H-C9H13NO4S]+,1,1,-230.0492521339
[M+H-C6H8N2]+,1,1,-107.06147180389999
[M+H+CH4O-C2H6O]+,1,1,-13.0083733599
[M+H-C9H16N4O2]+,1,1,-211.1200492999
[M+H-C4H12O3]+,1,1,-107.0713677919
[M+H-C2H4SO]+,1,1,-74.9910089859
[M+H-C8H10N6O2S]+,1,1,-253.0513177979
[M+H-C6HCl5O]+,1,1,-262.83972659989996
[M+H-C17H18O6]+,1,1,-317.1030618439
[M+H-C5H6O5]+,1,1,-145.01424683989998
[M+H-C12H14O]+,1,1,-173.0971886159
[M+H-HI]+,1,1,-126.9050215799
[M-H-CS2]-,1,-1,-76.95141783209999
[M+H-C8H8O2]+,1,1,-135.0451530439
[M-H-C11H15O]-,1,-1,-164.1195665521
[M-H-C5H4N4O2]-,1,-1,-153.0407018201
[M-H-C6H5S]-,1,-1,-110.0184723021
[M+H-C6H7NO4]+,1,1,-156.0302312519
[M+H-C10H16O3]+,1,1,-183.10266791989997
